Genome	TARA_042-QUALITY_PASSED_R1.fastq.gz Relative Abundance (%)
unmapped	99.46474
GCA_902547755.1_AG-901-J11_genomic	0.07291729
GCA_902522335.1_AG-895-A22_genomic	0.12035087
GCA_018666055.1_ASM1866605v1_genomic	0.00019958788
GCA_016778085.1_ASM1677808v1_genomic	0.0066867433
GCA_003331685.1_ASM333168v1_genomic	0.0049466304
GCA_028280635.1_ASM2828063v1_genomic	0.00033609584
GCA_902518075.1_AG-894-B10_genomic	0.02613125
GCA_000227505.4_ASM22750v4_genomic	0.0016901833
GCA_902623175.1_AH-287-B15_genomic	0.01760369
GCA_024224435.1_ASM2422443v1_genomic	0.0033119188
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	0.00040730558
GCA_002414665.1_ASM241466v1_genomic	0.0004321338
GCA_018666295.1_ASM1866629v1_genomic	0.00027573245
GCA_000158175.1_ASM15817v1_genomic	0.0008986914
GCA_002705465.1_ASM270546v1_genomic	0.044067066
GCA_030426545.1_ASM3042654v1_genomic	0.00011395696
GCA_029961695.1_dmAriCali1.0.hap2_genomic	0.000101506805
GCA_029287595.1_ASM2928759v1_genomic	0.00016700257
GCA_029246385.1_ASM2924638v1_genomic	0.0003104081
GCA_028823475.1_ASM2882347v1_genomic	0.00004734147
GCA_029253085.1_ASM2925308v1_genomic	0.00012171072
GCA_029247075.1_ASM2924707v1_genomic	0.0015702496
GCA_029253705.1_ASM2925370v1_genomic	0.00007761841
GCA_000423125.1_ASM42312v1_genomic	0.001951501
GCA_029859085.1_ASM2985908v1_genomic	0.0004533073
GCA_002683395.1_ASM268339v1_genomic	0.00040374065
GCA_029242325.1_ASM2924232v1_genomic	0.00023764503
GCA_002862985.1_ASM286298v1_genomic	0.00005680293
GCA_002389505.1_ASM238950v1_genomic	0.0001730589
GCA_016779445.1_ASM1677944v1_genomic	0.0004457987
GCA_947258585.1_ERZ12284426_genomic	0.00044578945
GCA_016778045.1_ASM1677804v1_genomic	0.0029054685
GCA_030427485.1_ASM3042748v1_genomic	0.00016456487
GCA_008370495.1_ASM837049v1_genomic	0.00042232624
GCA_030428835.1_ASM3042883v1_genomic	0.00025490738
GCA_002428935.1_ASM242893v1_genomic	0.00012094943
GCA_030431585.1_ASM3043158v1_genomic	0.00025766136
GCA_002699145.1_ASM269914v1_genomic	0.00064419064
GCA_030433415.1_ASM3043341v1_genomic	0.00042454296
GCA_002456975.1_ASM245697v1_genomic	0.0011985321
GCA_002692965.1_ASM269296v1_genomic	0.0008381919
GCA_030591305.1_ASM3059130v1_genomic	0.00011844832
GCA_002691565.1_ASM269156v1_genomic	0.006260725
GCA_030649675.1_ASM3064967v1_genomic	0.00070388155
GCA_002721785.1_ASM272178v1_genomic	0.012794769
GCA_030730585.1_ASM3073058v1_genomic	0.0001181496
GCA_002748505.1_ASM274850v1_genomic	0.00023317183
GCA_035582765.1_UCONN_Acne_2_genomic	0.00017118272
GCA_002862465.1_ASM286246v1_genomic	0.00013946622
GCA_018657645.1_ASM1865764v1_genomic	0.000045402878
GCA_030427085.1_ASM3042708v1_genomic	0.00030131888
GCA_902519405.1_AG-333-E20_genomic	0.0037838726
GCA_002866825.1_ASM286682v1_genomic	0.00038879362
GCA_902520195.1_AG-894-J17_genomic	0.08716195
GCA_002868715.1_ASM286871v1_genomic	0.0005906726
GCA_902631395.1_AH-326-F22_genomic	0.006391571
GCA_003402235.1_ASM340223v1_genomic	0.00068818656
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	0.00016511658
GCA_003646405.1_ASM364640v1_genomic	0.00041133552
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	0.00021727833
GCA_003646415.1_ASM364641v1_genomic	0.0002242121
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	0.016618827
GCA_009388985.1_ASM938898v1_genomic	0.0007022024
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	0.0032774846
GCA_009937575.1_ASM993757v1_genomic	0.00014656835
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	0.00014325495
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	0.014795223
GCA_010669285.1_ASM1066928v1_genomic	0.00066400645
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	0.0003370807
GCA_012270045.1_ASM1227004v1_genomic	0.0004028659
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	0.0068640634
GCA_013214285.1_ASM1321428v1_genomic	0.00014009864
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	0.00048923
GCA_013911345.1_ASM1391134v1_genomic	0.0016517881
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	0.00017063906
GCA_016704305.1_ASM1670430v1_genomic	0.00078695326
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	0.0023084646
GCA_016744355.1_ASM1674435v1_genomic	0.00023486433
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	0.00013435897
GCA_017255185.1_ASM1725518v1_genomic	0.0007468232
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	0.00038809152
GCA_020443325.1_ASM2044332v1_genomic	0.00008004202
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	0.00013821303
GCA_020443345.1_ASM2044334v1_genomic	0.00022354926
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	0.000096661955
GCA_030066555.1_ASM3006655v1_genomic	0.0005777041
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	0.00043056603
GCA_020443425.1_ASM2044342v1_genomic	0.0001507482
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	0.0013322266
