Genome	TARA_076-QUALITY_PASSED_R1.fastq.gz Relative Abundance (%)
unmapped	98.937485
GCA_902547755.1_AG-901-J11_genomic	0.020217294
GCA_028280635.1_ASM2828063v1_genomic	0.0007987308
GCA_000227505.4_ASM22750v4_genomic	0.0031350008
GCA_902522335.1_AG-895-A22_genomic	0.046413045
GCA_000158175.1_ASM15817v1_genomic	0.0020666965
GCA_018666055.1_ASM1866605v1_genomic	0.0014906939
GCA_030426545.1_ASM3042654v1_genomic	0.0004962318
GCA_016778085.1_ASM1677808v1_genomic	0.025417019
GCA_029287595.1_ASM2928759v1_genomic	0.0013735745
GCA_029246385.1_ASM2924638v1_genomic	0.001382256
GCA_029253085.1_ASM2925308v1_genomic	0.0023310469
GCA_029253705.1_ASM2925370v1_genomic	0.00048765077
GCA_029859085.1_ASM2985908v1_genomic	0.0013395073
GCA_029242325.1_ASM2924232v1_genomic	0.0011177211
GCA_002389505.1_ASM238950v1_genomic	0.0004302272
GCA_003331685.1_ASM333168v1_genomic	0.018577263
GCA_947258585.1_ERZ12284426_genomic	0.0021471633
GCA_902518075.1_AG-894-B10_genomic	0.1691508
GCA_030427485.1_ASM3042748v1_genomic	0.0006586254
GCA_902623175.1_AH-287-B15_genomic	0.09936419
GCA_024224435.1_ASM2422443v1_genomic	0.0054977015
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	0.008177618
GCA_002414665.1_ASM241466v1_genomic	0.0014850423
GCA_018666295.1_ASM1866629v1_genomic	0.0005033943
GCA_002705465.1_ASM270546v1_genomic	0.08622665
GCA_029961695.1_dmAriCali1.0.hap2_genomic	0.0015097453
GCA_030428835.1_ASM3042883v1_genomic	0.00091183704
GCA_028823475.1_ASM2882347v1_genomic	0.00026974146
GCA_030431585.1_ASM3043158v1_genomic	0.0012908931
GCA_029247075.1_ASM2924707v1_genomic	0.002739415
GCA_030433415.1_ASM3043341v1_genomic	0.0049463436
GCA_000423125.1_ASM42312v1_genomic	0.004673578
GCA_030591305.1_ASM3059130v1_genomic	0.00050720543
GCA_002683395.1_ASM268339v1_genomic	0.0011774818
GCA_030649675.1_ASM3064967v1_genomic	0.002029625
GCA_002862985.1_ASM286298v1_genomic	0.00025962456
GCA_030730585.1_ASM3073058v1_genomic	0.0004751564
GCA_016779445.1_ASM1677944v1_genomic	0.0013109169
GCA_035582765.1_UCONN_Acne_2_genomic	0.0022966117
