Genome	TARA_082-QUALITY_PASSED_R1.fastq.gz Relative Abundance (%)
unmapped	99.018
GCA_902547755.1_AG-901-J11_genomic	0.0071607437
GCA_902522335.1_AG-895-A22_genomic	0.0029476525
GCA_018666055.1_ASM1866605v1_genomic	0.04225134
GCA_016778085.1_ASM1677808v1_genomic	0.0020628697
GCA_003331685.1_ASM333168v1_genomic	0.00037238735
GCA_902518075.1_AG-894-B10_genomic	0.0036554337
GCA_902623175.1_AH-287-B15_genomic	0.004482022
GCA_024224435.1_ASM2422443v1_genomic	0.011206101
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	0.0043841405
GCA_002414665.1_ASM241466v1_genomic	0.0006619558
GCA_018666295.1_ASM1866629v1_genomic	0.0020279067
GCA_002705465.1_ASM270546v1_genomic	0.0050913026
GCA_029961695.1_dmAriCali1.0.hap2_genomic	0.0018409023
GCA_028823475.1_ASM2882347v1_genomic	0.067608654
GCA_029247075.1_ASM2924707v1_genomic	0.013078637
GCA_000423125.1_ASM42312v1_genomic	0.004864578
GCA_002683395.1_ASM268339v1_genomic	0.0026757184
GCA_002862985.1_ASM286298v1_genomic	0.007357594
GCA_016779445.1_ASM1677944v1_genomic	0.0008203867
GCA_016778045.1_ASM1677804v1_genomic	0.00088262814
GCA_008370495.1_ASM837049v1_genomic	0.0020738146
GCA_002428935.1_ASM242893v1_genomic	0.00089495146
GCA_002699145.1_ASM269914v1_genomic	0.0015654376
GCA_002456975.1_ASM245697v1_genomic	0.002046139
GCA_002692965.1_ASM269296v1_genomic	0.0029903788
GCA_002691565.1_ASM269156v1_genomic	0.0027924331
GCA_002721785.1_ASM272178v1_genomic	0.0013804352
GCA_002748505.1_ASM274850v1_genomic	0.0027708304
GCA_002862465.1_ASM286246v1_genomic	0.018309344
GCA_030427085.1_ASM3042708v1_genomic	0.011054969
GCA_002866825.1_ASM286682v1_genomic	0.0025020242
GCA_002868715.1_ASM286871v1_genomic	0.0033837599
GCA_003402235.1_ASM340223v1_genomic	0.0034263933
GCA_003646405.1_ASM364640v1_genomic	0.0034915048
GCA_003646415.1_ASM364641v1_genomic	0.0020497597
GCA_009388985.1_ASM938898v1_genomic	0.004234229
GCA_009937575.1_ASM993757v1_genomic	0.0007717933
GCA_010669285.1_ASM1066928v1_genomic	0.0048332624
GCA_012270045.1_ASM1227004v1_genomic	0.00038872124
GCA_013214285.1_ASM1321428v1_genomic	0.0023853218
GCA_013911345.1_ASM1391134v1_genomic	0.0010195152
GCA_016704305.1_ASM1670430v1_genomic	0.0065034516
GCA_016744355.1_ASM1674435v1_genomic	0.004253759
GCA_017255185.1_ASM1725518v1_genomic	0.002712714
GCA_020443325.1_ASM2044332v1_genomic	0.00047865527
GCA_020443345.1_ASM2044334v1_genomic	0.00065695884
GCA_030066555.1_ASM3006655v1_genomic	0.001307678
GCA_020443425.1_ASM2044342v1_genomic	0.0012160622
GCA_022425845.1_ASM2242584v1_genomic	0.0015562292
GCA_023253715.1_ASM2325371v1_genomic	0.0067320974
GCA_024234675.1_ASM2423467v1_genomic	0.0034917567
GCA_024234735.1_ASM2423473v1_genomic	0.0048562842
GCA_024234815.1_ASM2423481v1_genomic	0.004552882
GCA_024234855.1_ASM2423485v1_genomic	0.0039603733
GCA_024640505.1_ASM2464050v1_genomic	0.00034598127
GCA_024642245.1_ASM2464224v1_genomic	0.0006580927
GCA_024642265.1_ASM2464226v1_genomic	0.00061547465
GCA_024644535.1_ASM2464453v1_genomic	0.0060800067
GCA_024686215.1_ASM2468621v1_genomic	0.0019967917
GCA_024742415.1_ASM2474241v1_genomic	0.0028994917
GCA_026230195.1_ASM2623019v1_genomic	0.0063443105
GCA_026262625.1_ASM2626262v1_genomic	0.00788148
