Genome	TARA_041-QUALITY_PASSED_R1.fastq.gz Relative Abundance (%)
unmapped	99.41909
GCA_028280635.1_ASM2828063v1_genomic	0.00041834047
GCA_902547755.1_AG-901-J11_genomic	0.04468477
GCA_000227505.4_ASM22750v4_genomic	0.0013175186
GCA_902522335.1_AG-895-A22_genomic	0.07999921
GCA_000158175.1_ASM15817v1_genomic	0.00085667206
GCA_018666055.1_ASM1866605v1_genomic	0.00022723615
GCA_030426545.1_ASM3042654v1_genomic	0.00015381235
GCA_016778085.1_ASM1677808v1_genomic	0.008867528
GCA_029287595.1_ASM2928759v1_genomic	0.000252506
GCA_029246385.1_ASM2924638v1_genomic	0.00032115902
GCA_029253085.1_ASM2925308v1_genomic	0.000119452125
GCA_003331685.1_ASM333168v1_genomic	0.0063833324
GCA_029253705.1_ASM2925370v1_genomic	0.000077679375
GCA_029859085.1_ASM2985908v1_genomic	0.00055563316
GCA_029242325.1_ASM2924232v1_genomic	0.00032026257
GCA_002389505.1_ASM238950v1_genomic	0.00018045503
GCA_947258585.1_ERZ12284426_genomic	0.00076307595
GCA_030427485.1_ASM3042748v1_genomic	0.00020355244
GCA_902518075.1_AG-894-B10_genomic	0.03272024
GCA_030428835.1_ASM3042883v1_genomic	0.00034447832
GCA_902623175.1_AH-287-B15_genomic	0.02159352
GCA_024224435.1_ASM2422443v1_genomic	0.0033562118
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	0.00043474595
GCA_002414665.1_ASM241466v1_genomic	0.001354072
GCA_018666295.1_ASM1866629v1_genomic	0.0002705993
GCA_002705465.1_ASM270546v1_genomic	0.0619381
GCA_029961695.1_dmAriCali1.0.hap2_genomic	0.00011562207
GCA_030431585.1_ASM3043158v1_genomic	0.00040793372
GCA_028823475.1_ASM2882347v1_genomic	0.00005769173
GCA_029247075.1_ASM2924707v1_genomic	0.0011775976
GCA_030433415.1_ASM3043341v1_genomic	0.0009606429
GCA_000423125.1_ASM42312v1_genomic	0.0039762584
GCA_030591305.1_ASM3059130v1_genomic	0.00014781303
GCA_002683395.1_ASM268339v1_genomic	0.0005258909
GCA_030649675.1_ASM3064967v1_genomic	0.0008209645
GCA_002862985.1_ASM286298v1_genomic	0.00008274076
GCA_030730585.1_ASM3073058v1_genomic	0.00018699645
GCA_016779445.1_ASM1677944v1_genomic	0.00048404568
GCA_035582765.1_UCONN_Acne_2_genomic	0.00016864439
GCA_016778045.1_ASM1677804v1_genomic	0.0038347566
GCA_018657645.1_ASM1865764v1_genomic	0.00006507726
GCA_008370495.1_ASM837049v1_genomic	0.0004752121
GCA_902519405.1_AG-333-E20_genomic	0.0028721017
GCA_002428935.1_ASM242893v1_genomic	0.00015716834
GCA_902520195.1_AG-894-J17_genomic	0.11287502
GCA_002699145.1_ASM269914v1_genomic	0.0010412582
GCA_902631395.1_AH-326-F22_genomic	0.007396463
GCA_002456975.1_ASM245697v1_genomic	0.0012961033
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	0.00018855196
GCA_002692965.1_ASM269296v1_genomic	0.0016116559
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	0.00026015134
GCA_002691565.1_ASM269156v1_genomic	0.0047157216
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	0.010616641
GCA_002721785.1_ASM272178v1_genomic	0.014267872
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	0.0043515596
GCA_002748505.1_ASM274850v1_genomic	0.00033792236
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	0.00017263538
GCA_002862465.1_ASM286246v1_genomic	0.00014803228
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	0.06722397
GCA_030427085.1_ASM3042708v1_genomic	0.00052083243
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	0.00032274463
GCA_002866825.1_ASM286682v1_genomic	0.00039733786
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	0.006716494
GCA_002868715.1_ASM286871v1_genomic	0.0005944711
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	0.0004016066
GCA_003402235.1_ASM340223v1_genomic	0.0009557422
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	0.00016467637
GCA_003646405.1_ASM364640v1_genomic	0.00042231553
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	0.0018192834
GCA_003646415.1_ASM364641v1_genomic	0.00029401382
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	0.00016527927
GCA_009388985.1_ASM938898v1_genomic	0.00072022056
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	0.00040149817
GCA_009937575.1_ASM993757v1_genomic	0.00020736754
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	0.00021070984
GCA_010669285.1_ASM1066928v1_genomic	0.0007703189
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	0.00011257316
GCA_012270045.1_ASM1227004v1_genomic	0.00049867615
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	0.00054083
GCA_013214285.1_ASM1321428v1_genomic	0.0001477001
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	0.0016144514
GCA_013911345.1_ASM1391134v1_genomic	0.002238489
GCA_943787385.1_05052020-pm_METABAT_10_genomic	0.00094955985
GCA_016704305.1_ASM1670430v1_genomic	0.0009162735
GCA_943787485.1_05052020-am_METABAT_80_genomic	0.0011581097
GCA_016744355.1_ASM1674435v1_genomic	0.0002523745
GCA_030427335.1_ASM3042733v1_genomic	0.0006965806
GCA_017255185.1_ASM1725518v1_genomic	0.0009051619
GCA_000158155.1_ASM15815v1_genomic	0.0012574617
GCA_020443325.1_ASM2044332v1_genomic	0.000114367416
GCA_000169115.1_ASM16911v1_genomic	0.0009551382
GCA_020443345.1_ASM2044334v1_genomic	0.00032145213
GCA_001983995.1_ASM198399v1_genomic	0.0011942592
GCA_030066555.1_ASM3006655v1_genomic	0.00065987685
GCA_000764025.1_ASM76402v1_genomic	0.0025895622
GCA_020443425.1_ASM2044342v1_genomic	0.00020138214
GCA_003457605.1_ASM345760v1_genomic	0.00091869535
GCA_022425845.1_ASM2242584v1_genomic	0.00022158063
GCA_003520285.1_ASM352028v1_genomic	0.00064512796
GCA_023253715.1_ASM2325371v1_genomic	0.0017213498
GCA_004340525.1_ASM434052v1_genomic	0.0010562756
GCA_024234675.1_ASM2423467v1_genomic	0.00085333956
GCA_004354085.1_ASM435408v1_genomic	0.00071215554
GCA_024234735.1_ASM2423473v1_genomic	0.0016298197
GCA_004745945.1_ASM474594v1_genomic	0.0011120219
GCA_024234815.1_ASM2423481v1_genomic	0.00083847815
GCA_008064665.1_ASM806466v1_genomic	0.0006394719
GCA_024234855.1_ASM2423485v1_genomic	0.0007731688
GCA_008081075.1_ASM808107v1_genomic	0.0021314248
GCA_024640505.1_ASM2464050v1_genomic	0.00019406003
GCA_024642245.1_ASM2464224v1_genomic	0.00018840488
GCA_009910365.1_ASM991036v1_genomic	0.0018530642
GCA_024642265.1_ASM2464226v1_genomic	0.00024264008
GCA_009937065.1_ASM993706v1_genomic	0.0050576176
GCA_024644535.1_ASM2464453v1_genomic	0.0006232998
GCA_014077625.1_ASM1407762v1_genomic	0.0021629203
GCA_024686215.1_ASM2468621v1_genomic	0.00020335734
GCA_014652275.1_ASM1465227v1_genomic	0.0023753836
GCA_024742415.1_ASM2474241v1_genomic	0.0001678623
GCA_018342035.1_IUB_Sapp_1.0_genomic	0.00012736031
GCA_026230195.1_ASM2623019v1_genomic	0.0010633171
GCA_026710905.1_ASM2671090v1_genomic	0.00062908453
GCA_026262625.1_ASM2626262v1_genomic	0.001070514
GCA_028282105.1_ASM2828210v1_genomic	0.0005041972
GCA_026262685.1_ASM2626268v1_genomic	0.0006823779
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	0.0010855544
GCA_027295405.1_ASM2729540v1_genomic	0.00048016262
GCA_000153125.2_ASM15312v2_genomic	0.002668878
GCA_028117185.1_ASM2811718v1_genomic	0.00058264995
GCA_002377985.1_ASM237798v1_genomic	0.0011213054
GCA_028277365.1_ASM2827736v1_genomic	0.00043617008
GCA_008064635.1_ASM806463v1_genomic	0.00084314926
GCA_015222725.1_ASM1522272v1_genomic	0.0001533
