Genome	TARA_067-QUALITY_PASSED_R1.fastq.gz Relative Abundance (%)
unmapped	98.23329
GCA_028280635.1_ASM2828063v1_genomic	0.00032786495
GCA_902547755.1_AG-901-J11_genomic	0.0026252454
GCA_902522335.1_AG-895-A22_genomic	0.0012363495
GCA_000227505.4_ASM22750v4_genomic	0.0021605005
GCA_018666055.1_ASM1866605v1_genomic	0.44897395
GCA_016778085.1_ASM1677808v1_genomic	0.009587065
GCA_003331685.1_ASM333168v1_genomic	0.0044769533
GCA_902518075.1_AG-894-B10_genomic	0.0035924125
GCA_902623175.1_AH-287-B15_genomic	0.0043199304
GCA_024224435.1_ASM2422443v1_genomic	0.017817393
GCA_000158175.1_ASM15817v1_genomic	0.001523764
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	0.0057337894
GCA_030426545.1_ASM3042654v1_genomic	0.0001675764
GCA_002414665.1_ASM241466v1_genomic	0.00018187788
GCA_029287595.1_ASM2928759v1_genomic	0.0002464178
GCA_018666295.1_ASM1866629v1_genomic	0.38605854
GCA_029246385.1_ASM2924638v1_genomic	0.004802439
GCA_002705465.1_ASM270546v1_genomic	0.0038394968
GCA_029253085.1_ASM2925308v1_genomic	0.016133772
GCA_029961695.1_dmAriCali1.0.hap2_genomic	0.00054638076
GCA_029253705.1_ASM2925370v1_genomic	0.054559156
GCA_028823475.1_ASM2882347v1_genomic	0.002161507
GCA_029859085.1_ASM2985908v1_genomic	0.0005251125
GCA_029247075.1_ASM2924707v1_genomic	0.0015242866
GCA_029242325.1_ASM2924232v1_genomic	0.033896364
GCA_000423125.1_ASM42312v1_genomic	0.0014087734
GCA_002389505.1_ASM238950v1_genomic	0.0012199035
GCA_002683395.1_ASM268339v1_genomic	0.026840644
GCA_947258585.1_ERZ12284426_genomic	0.0007495688
GCA_002862985.1_ASM286298v1_genomic	0.0017428354
GCA_030427485.1_ASM3042748v1_genomic	0.000265998
GCA_016779445.1_ASM1677944v1_genomic	0.18403593
GCA_030428835.1_ASM3042883v1_genomic	0.00013849513
GCA_016778045.1_ASM1677804v1_genomic	0.0031592657
GCA_030431585.1_ASM3043158v1_genomic	0.00017857779
GCA_008370495.1_ASM837049v1_genomic	0.0008980845
GCA_030433415.1_ASM3043341v1_genomic	0.0012411493
GCA_002428935.1_ASM242893v1_genomic	0.00026325422
GCA_002699145.1_ASM269914v1_genomic	0.00042802322
GCA_030591305.1_ASM3059130v1_genomic	0.00036560217
GCA_002456975.1_ASM245697v1_genomic	0.0007314739
GCA_030649675.1_ASM3064967v1_genomic	0.00071483967
GCA_030730585.1_ASM3073058v1_genomic	0.00024192284
GCA_002692965.1_ASM269296v1_genomic	0.00053330255
GCA_035582765.1_UCONN_Acne_2_genomic	0.0008049535
GCA_002691565.1_ASM269156v1_genomic	0.00229011
GCA_018657645.1_ASM1865764v1_genomic	0.00032448056
GCA_002721785.1_ASM272178v1_genomic	0.001141045
GCA_902519405.1_AG-333-E20_genomic	0.0030128579
GCA_002748505.1_ASM274850v1_genomic	0.0004714602
GCA_902520195.1_AG-894-J17_genomic	0.003604587
GCA_002862465.1_ASM286246v1_genomic	0.00081996684
GCA_902631395.1_AH-326-F22_genomic	0.0021146825
GCA_030427085.1_ASM3042708v1_genomic	0.00027744292
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	0.14785373
GCA_002866825.1_ASM286682v1_genomic	0.0005683949
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	0.0018196509
GCA_002868715.1_ASM286871v1_genomic	0.0008513339
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	0.0010004101
GCA_003402235.1_ASM340223v1_genomic	0.0006571868
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	0.0022286626
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	0.004283194
GCA_003646405.1_ASM364640v1_genomic	0.00059154775
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	0.00075306336
GCA_003646415.1_ASM364641v1_genomic	0.00030879
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	0.00051549164
GCA_009388985.1_ASM938898v1_genomic	0.0011223538
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	0.006788529
GCA_009937575.1_ASM993757v1_genomic	0.00037037747
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	0.002585927
GCA_010669285.1_ASM1066928v1_genomic	0.00095111615
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	0.0021886958
GCA_012270045.1_ASM1227004v1_genomic	0.00037123862
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	0.0042790337
GCA_013214285.1_ASM1321428v1_genomic	0.0002799264
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	0.00036733152
GCA_013911345.1_ASM1391134v1_genomic	0.02026675
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	0.00084920623
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	0.00030884286
GCA_016704305.1_ASM1670430v1_genomic	0.0012354107
