Genome	TARA_045-QUALITY_PASSED_R1.fastq.gz Relative Abundance (%)
unmapped	99.39702
GCA_902547755.1_AG-901-J11_genomic	0.046847373
GCA_902522335.1_AG-895-A22_genomic	0.090527214
GCA_028280635.1_ASM2828063v1_genomic	0.00034012072
GCA_018666055.1_ASM1866605v1_genomic	0.0002194704
GCA_016778085.1_ASM1677808v1_genomic	0.010134557
GCA_000227505.4_ASM22750v4_genomic	0.001331623
GCA_003331685.1_ASM333168v1_genomic	0.007695731
GCA_000158175.1_ASM15817v1_genomic	0.0008529539
GCA_902518075.1_AG-894-B10_genomic	0.042262457
GCA_030426545.1_ASM3042654v1_genomic	0.000115977564
GCA_902623175.1_AH-287-B15_genomic	0.030057028
GCA_029287595.1_ASM2928759v1_genomic	0.00017849759
GCA_024224435.1_ASM2422443v1_genomic	0.0034982197
GCA_029246385.1_ASM2924638v1_genomic	0.0003296588
GCA_029253085.1_ASM2925308v1_genomic	0.000105884414
GCA_029253705.1_ASM2925370v1_genomic	0.000081669044
GCA_029859085.1_ASM2985908v1_genomic	0.00046908442
GCA_029242325.1_ASM2924232v1_genomic	0.00031410207
GCA_002389505.1_ASM238950v1_genomic	0.00014933631
GCA_947258585.1_ERZ12284426_genomic	0.0004049247
GCA_030427485.1_ASM3042748v1_genomic	0.00016837707
GCA_030428835.1_ASM3042883v1_genomic	0.00026859366
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	0.00036209953
GCA_030431585.1_ASM3043158v1_genomic	0.00022820567
GCA_030433415.1_ASM3043341v1_genomic	0.00039168508
GCA_002414665.1_ASM241466v1_genomic	0.00040462974
GCA_018666295.1_ASM1866629v1_genomic	0.00025185026
GCA_030591305.1_ASM3059130v1_genomic	0.00011432777
GCA_002705465.1_ASM270546v1_genomic	0.05182652
GCA_030649675.1_ASM3064967v1_genomic	0.00067105086
GCA_029961695.1_dmAriCali1.0.hap2_genomic	0.00012464829
GCA_030730585.1_ASM3073058v1_genomic	0.000112467
GCA_028823475.1_ASM2882347v1_genomic	0.000043219512
GCA_035582765.1_UCONN_Acne_2_genomic	0.00014597391
GCA_029247075.1_ASM2924707v1_genomic	0.0014450107
GCA_018657645.1_ASM1865764v1_genomic	0.000051179384
GCA_000423125.1_ASM42312v1_genomic	0.0018839033
GCA_902519405.1_AG-333-E20_genomic	0.0032761001
GCA_902520195.1_AG-894-J17_genomic	0.13669512
GCA_002683395.1_ASM268339v1_genomic	0.0005456903
GCA_902631395.1_AH-326-F22_genomic	0.010425725
GCA_002862985.1_ASM286298v1_genomic	0.00006177944
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	0.00022012553
GCA_016779445.1_ASM1677944v1_genomic	0.00041124708
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	0.00021299315
GCA_016778045.1_ASM1677804v1_genomic	0.0040994105
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	0.011645027
GCA_008370495.1_ASM837049v1_genomic	0.00042990438
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	0.0047466247
GCA_002428935.1_ASM242893v1_genomic	0.00014474978
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	0.00015166654
GCA_002699145.1_ASM269914v1_genomic	0.0005078397
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	0.038856626
GCA_002456975.1_ASM245697v1_genomic	0.0012355993
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	0.00028191434
GCA_002692965.1_ASM269296v1_genomic	0.0008248613
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	0.007790776
GCA_002691565.1_ASM269156v1_genomic	0.0043875915
