Genome	TARA_084-QUALITY_PASSED_R1.fastq.gz Relative Abundance (%)
unmapped	98.56309
GCA_902547755.1_AG-901-J11_genomic	0.010548746
GCA_028280635.1_ASM2828063v1_genomic	0.001204619
GCA_000227505.4_ASM22750v4_genomic	0.014354861
GCA_902522335.1_AG-895-A22_genomic	0.0038711764
GCA_000158175.1_ASM15817v1_genomic	0.0092345625
GCA_018666055.1_ASM1866605v1_genomic	0.012513953
GCA_030426545.1_ASM3042654v1_genomic	0.0006280813
GCA_016778085.1_ASM1677808v1_genomic	0.002929263
GCA_029287595.1_ASM2928759v1_genomic	0.0032508268
GCA_003331685.1_ASM333168v1_genomic	0.0006742628
GCA_029246385.1_ASM2924638v1_genomic	0.008285907
GCA_902518075.1_AG-894-B10_genomic	0.0077289767
GCA_029253085.1_ASM2925308v1_genomic	0.0039097117
GCA_029253705.1_ASM2925370v1_genomic	0.0017589877
GCA_029859085.1_ASM2985908v1_genomic	0.0026012603
GCA_029242325.1_ASM2924232v1_genomic	0.004219587
GCA_002389505.1_ASM238950v1_genomic	0.012447368
GCA_902623175.1_AH-287-B15_genomic	0.010033453
GCA_947258585.1_ERZ12284426_genomic	0.0036655238
GCA_024224435.1_ASM2422443v1_genomic	0.014284836
GCA_030427485.1_ASM3042748v1_genomic	0.0019545688
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	0.0065764994
GCA_030428835.1_ASM3042883v1_genomic	0.0010555134
GCA_002414665.1_ASM241466v1_genomic	0.001907292
GCA_030431585.1_ASM3043158v1_genomic	0.002057282
GCA_018666295.1_ASM1866629v1_genomic	0.0040322244
GCA_030433415.1_ASM3043341v1_genomic	0.021127786
GCA_002705465.1_ASM270546v1_genomic	0.010698778
GCA_030591305.1_ASM3059130v1_genomic	0.002554256
GCA_029961695.1_dmAriCali1.0.hap2_genomic	0.0035651221
GCA_030649675.1_ASM3064967v1_genomic	0.0056466544
GCA_028823475.1_ASM2882347v1_genomic	0.1588992
GCA_030730585.1_ASM3073058v1_genomic	0.0008904371
GCA_029247075.1_ASM2924707v1_genomic	0.008097008
GCA_035582765.1_UCONN_Acne_2_genomic	0.0054599172
GCA_000423125.1_ASM42312v1_genomic	0.012270353
GCA_018657645.1_ASM1865764v1_genomic	0.001088389
GCA_002683395.1_ASM268339v1_genomic	0.004233391
GCA_902519405.1_AG-333-E20_genomic	0.024294624
GCA_002862985.1_ASM286298v1_genomic	0.003635123
GCA_902520195.1_AG-894-J17_genomic	0.0060891826
GCA_016779445.1_ASM1677944v1_genomic	0.002175276
GCA_902631395.1_AH-326-F22_genomic	0.013572976
GCA_016778045.1_ASM1677804v1_genomic	0.0011350659
