Genome	TARA_031-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_028280635.1_ASM2828063v1_genomic	2474
GCA_902547755.1_AG-901-J11_genomic	50991
GCA_000227505.4_ASM22750v4_genomic	5874
GCA_902522335.1_AG-895-A22_genomic	84301
GCA_000158175.1_ASM15817v1_genomic	5083
GCA_018666055.1_ASM1866605v1_genomic	972
GCA_030426545.1_ASM3042654v1_genomic	967
GCA_016778085.1_ASM1677808v1_genomic	42297
GCA_029287595.1_ASM2928759v1_genomic	2064
GCA_003331685.1_ASM333168v1_genomic	22854
GCA_029246385.1_ASM2924638v1_genomic	2983
GCA_902518075.1_AG-894-B10_genomic	161735
GCA_029253085.1_ASM2925308v1_genomic	913
GCA_902623175.1_AH-287-B15_genomic	143819
GCA_024224435.1_ASM2422443v1_genomic	27872
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	4030
GCA_002414665.1_ASM241466v1_genomic	1697
GCA_018666295.1_ASM1866629v1_genomic	851
GCA_002705465.1_ASM270546v1_genomic	218682
GCA_029253705.1_ASM2925370v1_genomic	543
GCA_029961695.1_dmAriCali1.0.hap2_genomic	208225
GCA_029859085.1_ASM2985908v1_genomic	3050
GCA_028823475.1_ASM2882347v1_genomic	514
GCA_029242325.1_ASM2924232v1_genomic	2920
GCA_029247075.1_ASM2924707v1_genomic	19988
GCA_002389505.1_ASM238950v1_genomic	1433
GCA_000423125.1_ASM42312v1_genomic	7757
GCA_947258585.1_ERZ12284426_genomic	3138
GCA_030427485.1_ASM3042748v1_genomic	2221
GCA_002683395.1_ASM268339v1_genomic	3912
GCA_030428835.1_ASM3042883v1_genomic	2835
GCA_002862985.1_ASM286298v1_genomic	629
GCA_030431585.1_ASM3043158v1_genomic	1096
GCA_016779445.1_ASM1677944v1_genomic	5663
GCA_030433415.1_ASM3043341v1_genomic	4470
GCA_016778045.1_ASM1677804v1_genomic	24720
GCA_030591305.1_ASM3059130v1_genomic	873
GCA_008370495.1_ASM837049v1_genomic	3214
GCA_030649675.1_ASM3064967v1_genomic	5360
GCA_002428935.1_ASM242893v1_genomic	1357
GCA_030730585.1_ASM3073058v1_genomic	926
GCA_002699145.1_ASM269914v1_genomic	3108
GCA_035582765.1_UCONN_Acne_2_genomic	214534
GCA_002456975.1_ASM245697v1_genomic	2254
GCA_018657645.1_ASM1865764v1_genomic	1009
GCA_902519405.1_AG-333-E20_genomic	14599
GCA_002692965.1_ASM269296v1_genomic	4482
GCA_902520195.1_AG-894-J17_genomic	588748
GCA_002691565.1_ASM269156v1_genomic	5813
GCA_902631395.1_AH-326-F22_genomic	40341
GCA_002721785.1_ASM272178v1_genomic	108286
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	1536
GCA_002748505.1_ASM274850v1_genomic	1052
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	1770
GCA_002862465.1_ASM286246v1_genomic	1808
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	13751
GCA_030427085.1_ASM3042708v1_genomic	11224
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	21112
GCA_002866825.1_ASM286682v1_genomic	3052
