Genome	TARA_094-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_028280635.1_ASM2828063v1_genomic	4498
GCA_902547755.1_AG-901-J11_genomic	7264
GCA_902522335.1_AG-895-A22_genomic	3323
GCA_000227505.4_ASM22750v4_genomic	7299
GCA_018666055.1_ASM1866605v1_genomic	2138
GCA_000158175.1_ASM15817v1_genomic	10361
GCA_016778085.1_ASM1677808v1_genomic	61829
GCA_030426545.1_ASM3042654v1_genomic	1909
GCA_003331685.1_ASM333168v1_genomic	33335
GCA_902518075.1_AG-894-B10_genomic	107176
GCA_902623175.1_AH-287-B15_genomic	512073
GCA_024224435.1_ASM2422443v1_genomic	29426
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	2561
GCA_002414665.1_ASM241466v1_genomic	7994
GCA_018666295.1_ASM1866629v1_genomic	2060
GCA_002705465.1_ASM270546v1_genomic	14497
GCA_029961695.1_dmAriCali1.0.hap2_genomic	97760
GCA_028823475.1_ASM2882347v1_genomic	933
GCA_029247075.1_ASM2924707v1_genomic	10553
GCA_000423125.1_ASM42312v1_genomic	21944
GCA_002683395.1_ASM268339v1_genomic	5494
GCA_002862985.1_ASM286298v1_genomic	1010
GCA_016779445.1_ASM1677944v1_genomic	2743
GCA_016778045.1_ASM1677804v1_genomic	10589
GCA_029287595.1_ASM2928759v1_genomic	2981
GCA_008370495.1_ASM837049v1_genomic	5951
GCA_029246385.1_ASM2924638v1_genomic	2329
GCA_002428935.1_ASM242893v1_genomic	1838
GCA_029253085.1_ASM2925308v1_genomic	1147
GCA_002699145.1_ASM269914v1_genomic	7971
GCA_029253705.1_ASM2925370v1_genomic	1457
GCA_002456975.1_ASM245697v1_genomic	1750
GCA_029859085.1_ASM2985908v1_genomic	5486
GCA_029242325.1_ASM2924232v1_genomic	3047
GCA_002389505.1_ASM238950v1_genomic	2104
GCA_947258585.1_ERZ12284426_genomic	6526
GCA_030427485.1_ASM3042748v1_genomic	3809
GCA_030428835.1_ASM3042883v1_genomic	3658
GCA_030431585.1_ASM3043158v1_genomic	1781
GCA_030433415.1_ASM3043341v1_genomic	6387
GCA_002692965.1_ASM269296v1_genomic	9193
GCA_030591305.1_ASM3059130v1_genomic	1842
GCA_002691565.1_ASM269156v1_genomic	7576
GCA_030649675.1_ASM3064967v1_genomic	10242
GCA_002721785.1_ASM272178v1_genomic	9592
GCA_030730585.1_ASM3073058v1_genomic	1748
GCA_002748505.1_ASM274850v1_genomic	1793
GCA_035582765.1_UCONN_Acne_2_genomic	143160
GCA_002862465.1_ASM286246v1_genomic	4289
GCA_018657645.1_ASM1865764v1_genomic	2076
GCA_030427085.1_ASM3042708v1_genomic	4157
GCA_902519405.1_AG-333-E20_genomic	14328
GCA_002866825.1_ASM286682v1_genomic	5682
GCA_902520195.1_AG-894-J17_genomic	89967
GCA_002868715.1_ASM286871v1_genomic	7466
GCA_902631395.1_AH-326-F22_genomic	20054
GCA_003402235.1_ASM340223v1_genomic	11189
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	1737
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	4743
GCA_003646405.1_ASM364640v1_genomic	2451
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	3828
GCA_003646415.1_ASM364641v1_genomic	2472
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	17410
GCA_009388985.1_ASM938898v1_genomic	10628
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	1282
GCA_009937575.1_ASM993757v1_genomic	2951
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	59185
GCA_010669285.1_ASM1066928v1_genomic	9435
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	1058
GCA_012270045.1_ASM1227004v1_genomic	1978
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	43850
GCA_013214285.1_ASM1321428v1_genomic	1567
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	2969
GCA_013911345.1_ASM1391134v1_genomic	7152
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	1633
GCA_016704305.1_ASM1670430v1_genomic	14675
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	23420
GCA_016744355.1_ASM1674435v1_genomic	4053
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	1859
GCA_017255185.1_ASM1725518v1_genomic	10674
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	2989
GCA_020443325.1_ASM2044332v1_genomic	1458
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	1202
GCA_020443345.1_ASM2044334v1_genomic	3303
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	1023
GCA_030066555.1_ASM3006655v1_genomic	4473
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	3305
GCA_020443425.1_ASM2044342v1_genomic	2324
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	6037
GCA_022425845.1_ASM2242584v1_genomic	1497
GCA_943787385.1_05052020-pm_METABAT_10_genomic	9536
GCA_023253715.1_ASM2325371v1_genomic	10080
GCA_943787485.1_05052020-am_METABAT_80_genomic	11223
GCA_024234675.1_ASM2423467v1_genomic	5822
GCA_030427335.1_ASM3042733v1_genomic	3209
GCA_024234735.1_ASM2423473v1_genomic	13345
GCA_000158155.1_ASM15815v1_genomic	16184
GCA_024234815.1_ASM2423481v1_genomic	10285
GCA_000169115.1_ASM16911v1_genomic	11294
GCA_024234855.1_ASM2423485v1_genomic	8255
GCA_001983995.1_ASM198399v1_genomic	13489
GCA_024640505.1_ASM2464050v1_genomic	2132
GCA_000764025.1_ASM76402v1_genomic	14288
GCA_024642245.1_ASM2464224v1_genomic	2508
GCA_003457605.1_ASM345760v1_genomic	9879
GCA_024642265.1_ASM2464226v1_genomic	2398
GCA_003520285.1_ASM352028v1_genomic	3788
GCA_024644535.1_ASM2464453v1_genomic	3816
GCA_004340525.1_ASM434052v1_genomic	13039
GCA_024686215.1_ASM2468621v1_genomic	1724
GCA_004354085.1_ASM435408v1_genomic	7543
GCA_024742415.1_ASM2474241v1_genomic	1886
GCA_004745945.1_ASM474594v1_genomic	12016
GCA_026230195.1_ASM2623019v1_genomic	7751
GCA_008064665.1_ASM806466v1_genomic	8894
GCA_026262625.1_ASM2626262v1_genomic	14966
GCA_008081075.1_ASM808107v1_genomic	2218
GCA_026262685.1_ASM2626268v1_genomic	8791
GCA_009910365.1_ASM991036v1_genomic	18170
GCA_027295405.1_ASM2729540v1_genomic	9742
GCA_009937065.1_ASM993706v1_genomic	10484
GCA_028117185.1_ASM2811718v1_genomic	1957
GCA_014077625.1_ASM1407762v1_genomic	17603
GCA_028277365.1_ASM2827736v1_genomic	3939
GCA_014652275.1_ASM1465227v1_genomic	8798
GCA_018342035.1_IUB_Sapp_1.0_genomic	108329
GCA_026710905.1_ASM2671090v1_genomic	10552
GCA_028282105.1_ASM2828210v1_genomic	3952
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	17285
GCA_000153125.2_ASM15312v2_genomic	17047
GCA_002377985.1_ASM237798v1_genomic	7753
GCA_008064635.1_ASM806463v1_genomic	9260
GCA_015222725.1_ASM1522272v1_genomic	2245
