Genome	TARA_158-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_000423125.1_ASM42312v1_genomic	11136
GCA_003719295.1_ASM371929v1_genomic	12288
GCA_002862405.1_ASM286240v1_genomic	8653
GCA_001635445.1_ASM163544v1_genomic	87233
GCA_002692965.1_ASM269296v1_genomic	4785
GCA_002696455.1_ASM269645v1_genomic	1029
GCA_902520195.1_AG-894-J17_genomic	7804
GCA_002390485.1_ASM239048v1_genomic	3376
GCA_002346275.1_ASM234627v1_genomic	4382
GCA_002172195.2_ASM217219v2_genomic	1801
GCA_002167765.1_ASM216776v1_genomic	2627
GCA_002339205.1_ASM233920v1_genomic	2253
GCA_000156295.1_ASM15629v1_genomic	46989
GCA_001953075.1_ASM195307v1_genomic	15118
GCA_002171435.2_ASM217143v2_genomic	3864
GCA_002171595.1_ASM217159v1_genomic	3267
GCA_011522735.1_ASM1152273v1_genomic	1425
GCA_902623385.1_AH-287-C10_genomic	5949
GCA_002703585.1_ASM270358v1_genomic	1484
GCA_002683335.1_ASM268333v1_genomic	3809
GCA_002390055.1_ASM239005v1_genomic	14431
GCA_002723335.1_ASM272333v1_genomic	3102
GCA_002414665.1_ASM241466v1_genomic	1391
GCA_000204315.2_ASM20431v1_genomic	18477
GCA_013214775.1_ASM1321477v1_genomic	4644
GCA_002434985.1_ASM243498v1_genomic	3004
GCA_002683395.1_ASM268339v1_genomic	3643
GCA_003428685.1_ASM342868v1_genomic	10335
GCA_002862985.1_ASM286298v1_genomic	6166
GCA_013214285.1_ASM1321428v1_genomic	5704
GCA_002469785.1_ASM246978v1_genomic	1237
GCA_002705465.1_ASM270546v1_genomic	1335
GCA_002428935.1_ASM242893v1_genomic	3568
GCA_002748505.1_ASM274850v1_genomic	3687
GCA_000764025.1_ASM76402v1_genomic	13361
GCA_002377985.1_ASM237798v1_genomic	4730
GCA_002868715.1_ASM286871v1_genomic	10310
GCA_003331685.1_ASM333168v1_genomic	676
GCA_003402235.1_ASM340223v1_genomic	12259
GCA_003646415.1_ASM364641v1_genomic	12142
GCA_003523185.1_ASM352318v1_genomic	6876
GCA_009886815.1_ASM988681v1_genomic	38876
GCA_009937065.1_ASM993706v1_genomic	24532
GCA_010669285.1_ASM1066928v1_genomic	11764
GCA_011523115.1_ASM1152311v1_genomic	929
GCA_902623175.1_AH-287-B15_genomic	6506
GCA_000169115.1_ASM16911v1_genomic	37134
GCA_902705825.1_Halioglobus_sp._strain_BC5_1_genomic	21780
GCA_902547755.1_AG-901-J11_genomic	9118
GCA_002862465.1_ASM286246v1_genomic	8858
GCA_000158155.1_ASM15815v1_genomic	27309
GCA_013911345.1_ASM1391134v1_genomic	1348
GCA_014077625.1_ASM1407762v1_genomic	31241
GCA_902518075.1_AG-894-B10_genomic	4066
GCA_902519405.1_AG-333-E20_genomic	13852
GCA_000153125.2_ASM15312v2_genomic	20856
GCA_000227505.4_ASM22750v4_genomic	16545
GCA_003457605.1_ASM345760v1_genomic	10263
GCA_003646405.1_ASM364640v1_genomic	4383
GCA_004354085.1_ASM435408v1_genomic	7687
GCA_004745945.1_ASM474594v1_genomic	8945
GCA_008064635.1_ASM806463v1_genomic	6398
GCA_008064665.1_ASM806466v1_genomic	5034
GCA_008081075.1_ASM808107v1_genomic	936
GCA_008370495.1_ASM837049v1_genomic	8573
GCA_009388985.1_ASM938898v1_genomic	11488
GCA_009937575.1_ASM993757v1_genomic	4147
GCA_000158175.1_ASM15817v1_genomic	10641
GCA_902613175.1_AG-891-G07_genomic	7082
