Genome	TARA_045-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_902547755.1_AG-901-J11_genomic	116604
GCA_902522335.1_AG-895-A22_genomic	197403
GCA_018666055.1_ASM1866605v1_genomic	1046
GCA_016778085.1_ASM1677808v1_genomic	21739
GCA_003331685.1_ASM333168v1_genomic	12083
GCA_902518075.1_AG-894-B10_genomic	79207
GCA_902623175.1_AH-287-B15_genomic	87536
GCA_024224435.1_ASM2422443v1_genomic	25616
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	1944
GCA_002414665.1_ASM241466v1_genomic	2613
GCA_018666295.1_ASM1866629v1_genomic	1245
GCA_002705465.1_ASM270546v1_genomic	78674
GCA_029961695.1_dmAriCali1.0.hap2_genomic	149316
GCA_028823475.1_ASM2882347v1_genomic	379
GCA_029247075.1_ASM2924707v1_genomic	6669
GCA_000423125.1_ASM42312v1_genomic	11567
GCA_002683395.1_ASM268339v1_genomic	1900
GCA_002862985.1_ASM286298v1_genomic	635
GCA_016779445.1_ASM1677944v1_genomic	1770
GCA_016778045.1_ASM1677804v1_genomic	9946
GCA_008370495.1_ASM837049v1_genomic	3479
GCA_002428935.1_ASM242893v1_genomic	1239
GCA_002699145.1_ASM269914v1_genomic	4636
GCA_002456975.1_ASM245697v1_genomic	3430
GCA_002692965.1_ASM269296v1_genomic	5635
GCA_002691565.1_ASM269156v1_genomic	9417
GCA_002721785.1_ASM272178v1_genomic	69764
GCA_002748505.1_ASM274850v1_genomic	936
GCA_002862465.1_ASM286246v1_genomic	1707
GCA_030427085.1_ASM3042708v1_genomic	3715
GCA_002866825.1_ASM286682v1_genomic	3028
GCA_002868715.1_ASM286871v1_genomic	3754
GCA_003402235.1_ASM340223v1_genomic	5725
GCA_003646405.1_ASM364640v1_genomic	2003
GCA_003646415.1_ASM364641v1_genomic	1775
GCA_009388985.1_ASM938898v1_genomic	4859
GCA_009937575.1_ASM993757v1_genomic	1451
GCA_010669285.1_ASM1066928v1_genomic	5362
GCA_012270045.1_ASM1227004v1_genomic	1957
GCA_013214285.1_ASM1321428v1_genomic	1278
GCA_013911345.1_ASM1391134v1_genomic	3635
GCA_016704305.1_ASM1670430v1_genomic	8584
GCA_016744355.1_ASM1674435v1_genomic	2212
GCA_017255185.1_ASM1725518v1_genomic	6121
GCA_020443325.1_ASM2044332v1_genomic	987
GCA_020443345.1_ASM2044334v1_genomic	1739
GCA_030066555.1_ASM3006655v1_genomic	3410
GCA_020443425.1_ASM2044342v1_genomic	1408
GCA_022425845.1_ASM2242584v1_genomic	1015
GCA_023253715.1_ASM2325371v1_genomic	6954
GCA_024234675.1_ASM2423467v1_genomic	4166
GCA_024234735.1_ASM2423473v1_genomic	10707
GCA_024234815.1_ASM2423481v1_genomic	5224
GCA_024234855.1_ASM2423485v1_genomic	4206
GCA_024640505.1_ASM2464050v1_genomic	1286
GCA_024642245.1_ASM2464224v1_genomic	1280
GCA_024642265.1_ASM2464226v1_genomic	1631
GCA_024644535.1_ASM2464453v1_genomic	3074
GCA_024686215.1_ASM2468621v1_genomic	775
GCA_024742415.1_ASM2474241v1_genomic	1272
GCA_026230195.1_ASM2623019v1_genomic	5482
GCA_026262625.1_ASM2626262v1_genomic	9343
GCA_026262685.1_ASM2626268v1_genomic	5477
GCA_027295405.1_ASM2729540v1_genomic	5097
GCA_028117185.1_ASM2811718v1_genomic	1241
GCA_028277365.1_ASM2827736v1_genomic	2596
GCA_028280635.1_ASM2828063v1_genomic	2994
GCA_000227505.4_ASM22750v4_genomic	5736
GCA_000158175.1_ASM15817v1_genomic	4839
GCA_030426545.1_ASM3042654v1_genomic	1167
GCA_029287595.1_ASM2928759v1_genomic	1621
GCA_029246385.1_ASM2924638v1_genomic	2632
GCA_029253085.1_ASM2925308v1_genomic	642
GCA_029253705.1_ASM2925370v1_genomic	496
GCA_029859085.1_ASM2985908v1_genomic	3217
GCA_029242325.1_ASM2924232v1_genomic	1580
GCA_002389505.1_ASM238950v1_genomic	1021
GCA_947258585.1_ERZ12284426_genomic	3281
GCA_030427485.1_ASM3042748v1_genomic	2018
GCA_030428835.1_ASM3042883v1_genomic	2876
GCA_030431585.1_ASM3043158v1_genomic	1437
GCA_030433415.1_ASM3043341v1_genomic	2918
GCA_030591305.1_ASM3059130v1_genomic	976
GCA_030649675.1_ASM3064967v1_genomic	5657
GCA_030730585.1_ASM3073058v1_genomic	889
GCA_035582765.1_UCONN_Acne_2_genomic	174778
GCA_018657645.1_ASM1865764v1_genomic	848
GCA_902519405.1_AG-333-E20_genomic	10422
GCA_902520195.1_AG-894-J17_genomic	343207
GCA_902631395.1_AH-326-F22_genomic	30771
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	1202
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	1812
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	30799
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	10559
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	1081
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	167968
