Genome	TARA_033-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_902547755.1_AG-901-J11_genomic	4223
GCA_028280635.1_ASM2828063v1_genomic	2475
GCA_000227505.4_ASM22750v4_genomic	6372
GCA_902522335.1_AG-895-A22_genomic	3133
GCA_000158175.1_ASM15817v1_genomic	3499
GCA_018666055.1_ASM1866605v1_genomic	615
GCA_030426545.1_ASM3042654v1_genomic	630
GCA_016778085.1_ASM1677808v1_genomic	27298
GCA_029287595.1_ASM2928759v1_genomic	902
GCA_003331685.1_ASM333168v1_genomic	13924
GCA_029246385.1_ASM2924638v1_genomic	1609
GCA_902518075.1_AG-894-B10_genomic	64864
GCA_029253085.1_ASM2925308v1_genomic	632
GCA_029253705.1_ASM2925370v1_genomic	375
GCA_029859085.1_ASM2985908v1_genomic	1916
GCA_029242325.1_ASM2924232v1_genomic	1583
GCA_002389505.1_ASM238950v1_genomic	929
GCA_947258585.1_ERZ12284426_genomic	1658
GCA_030427485.1_ASM3042748v1_genomic	1164
GCA_030428835.1_ASM3042883v1_genomic	3117
GCA_902623175.1_AH-287-B15_genomic	73641
GCA_030431585.1_ASM3043158v1_genomic	706
GCA_030433415.1_ASM3043341v1_genomic	2806
GCA_024224435.1_ASM2422443v1_genomic	16393
GCA_030591305.1_ASM3059130v1_genomic	877
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	1369
GCA_030649675.1_ASM3064967v1_genomic	4780
GCA_002414665.1_ASM241466v1_genomic	1491
GCA_030730585.1_ASM3073058v1_genomic	1448
GCA_018666295.1_ASM1866629v1_genomic	480
GCA_035582765.1_UCONN_Acne_2_genomic	107870
GCA_002705465.1_ASM270546v1_genomic	130599
GCA_018657645.1_ASM1865764v1_genomic	446
GCA_029961695.1_dmAriCali1.0.hap2_genomic	88357
GCA_902519405.1_AG-333-E20_genomic	7513
GCA_028823475.1_ASM2882347v1_genomic	352
GCA_902520195.1_AG-894-J17_genomic	274530
GCA_029247075.1_ASM2924707v1_genomic	13299
