Genome	TARA_070-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_902547755.1_AG-901-J11_genomic	1485
GCA_902522335.1_AG-895-A22_genomic	687
GCA_018666055.1_ASM1866605v1_genomic	1387
GCA_016778085.1_ASM1677808v1_genomic	11798
GCA_003331685.1_ASM333168v1_genomic	6489
GCA_902518075.1_AG-894-B10_genomic	47440
GCA_902623175.1_AH-287-B15_genomic	227331
GCA_024224435.1_ASM2422443v1_genomic	7396
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	4656
GCA_002414665.1_ASM241466v1_genomic	2124
GCA_018666295.1_ASM1866629v1_genomic	358
GCA_002705465.1_ASM270546v1_genomic	7826
GCA_029961695.1_dmAriCali1.0.hap2_genomic	241138
GCA_028823475.1_ASM2882347v1_genomic	358
GCA_029247075.1_ASM2924707v1_genomic	13075
GCA_000423125.1_ASM42312v1_genomic	4928
GCA_002683395.1_ASM268339v1_genomic	2113
GCA_002862985.1_ASM286298v1_genomic	425
GCA_016779445.1_ASM1677944v1_genomic	748
GCA_016778045.1_ASM1677804v1_genomic	2629
GCA_008370495.1_ASM837049v1_genomic	1557
GCA_002428935.1_ASM242893v1_genomic	940
GCA_002699145.1_ASM269914v1_genomic	2328
GCA_002456975.1_ASM245697v1_genomic	787
GCA_002692965.1_ASM269296v1_genomic	3504
GCA_002691565.1_ASM269156v1_genomic	697
GCA_002721785.1_ASM272178v1_genomic	4232
GCA_002748505.1_ASM274850v1_genomic	768
GCA_002862465.1_ASM286246v1_genomic	954
GCA_030427085.1_ASM3042708v1_genomic	24904
GCA_002866825.1_ASM286682v1_genomic	1515
GCA_002868715.1_ASM286871v1_genomic	2125
GCA_003402235.1_ASM340223v1_genomic	10115
GCA_003646405.1_ASM364640v1_genomic	5998
GCA_003646415.1_ASM364641v1_genomic	2988
GCA_009388985.1_ASM938898v1_genomic	2321
GCA_009937575.1_ASM993757v1_genomic	606
GCA_010669285.1_ASM1066928v1_genomic	5248
GCA_012270045.1_ASM1227004v1_genomic	362
GCA_013214285.1_ASM1321428v1_genomic	649
GCA_013911345.1_ASM1391134v1_genomic	1609
GCA_016704305.1_ASM1670430v1_genomic	3863
GCA_016744355.1_ASM1674435v1_genomic	1236
GCA_017255185.1_ASM1725518v1_genomic	4103
GCA_020443325.1_ASM2044332v1_genomic	1133
GCA_020443345.1_ASM2044334v1_genomic	781
GCA_030066555.1_ASM3006655v1_genomic	1737
GCA_020443425.1_ASM2044342v1_genomic	999
GCA_022425845.1_ASM2242584v1_genomic	388
GCA_023253715.1_ASM2325371v1_genomic	2058
GCA_024234675.1_ASM2423467v1_genomic	1828
GCA_024234735.1_ASM2423473v1_genomic	3771
GCA_024234815.1_ASM2423481v1_genomic	2507
GCA_024234855.1_ASM2423485v1_genomic	1995
GCA_024640505.1_ASM2464050v1_genomic	579
GCA_024642245.1_ASM2464224v1_genomic	740
GCA_024642265.1_ASM2464226v1_genomic	534
GCA_024644535.1_ASM2464453v1_genomic	2528
GCA_024686215.1_ASM2468621v1_genomic	482
GCA_024742415.1_ASM2474241v1_genomic	2431
GCA_026230195.1_ASM2623019v1_genomic	5755
