Genome	TARA_096-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_902547755.1_AG-901-J11_genomic	79975
GCA_902522335.1_AG-895-A22_genomic	69481
GCA_018666055.1_ASM1866605v1_genomic	1766
GCA_016778085.1_ASM1677808v1_genomic	16158
GCA_028280635.1_ASM2828063v1_genomic	2237
GCA_003331685.1_ASM333168v1_genomic	9910
GCA_000227505.4_ASM22750v4_genomic	8694
GCA_902518075.1_AG-894-B10_genomic	90826
GCA_902623175.1_AH-287-B15_genomic	172618
GCA_000158175.1_ASM15817v1_genomic	9081
GCA_024224435.1_ASM2422443v1_genomic	22333
GCA_030426545.1_ASM3042654v1_genomic	1084
GCA_029287595.1_ASM2928759v1_genomic	2605
GCA_029246385.1_ASM2924638v1_genomic	2914
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	4591
GCA_029253085.1_ASM2925308v1_genomic	1613
GCA_002414665.1_ASM241466v1_genomic	2878
GCA_029253705.1_ASM2925370v1_genomic	1147
GCA_029859085.1_ASM2985908v1_genomic	3765
GCA_029242325.1_ASM2924232v1_genomic	1415
GCA_002389505.1_ASM238950v1_genomic	1813
GCA_947258585.1_ERZ12284426_genomic	4036
GCA_030427485.1_ASM3042748v1_genomic	2539
GCA_030428835.1_ASM3042883v1_genomic	2703
GCA_018666295.1_ASM1866629v1_genomic	1629
GCA_030431585.1_ASM3043158v1_genomic	1391
GCA_002705465.1_ASM270546v1_genomic	5453
GCA_030433415.1_ASM3043341v1_genomic	5945
GCA_029961695.1_dmAriCali1.0.hap2_genomic	260734
GCA_030591305.1_ASM3059130v1_genomic	1009
GCA_028823475.1_ASM2882347v1_genomic	681
GCA_030649675.1_ASM3064967v1_genomic	8104
GCA_029247075.1_ASM2924707v1_genomic	10175
GCA_030730585.1_ASM3073058v1_genomic	1008
GCA_000423125.1_ASM42312v1_genomic	15464
GCA_035582765.1_UCONN_Acne_2_genomic	357368
GCA_018657645.1_ASM1865764v1_genomic	1133
GCA_002683395.1_ASM268339v1_genomic	1479
GCA_902519405.1_AG-333-E20_genomic	17222
GCA_002862985.1_ASM286298v1_genomic	693
GCA_902520195.1_AG-894-J17_genomic	72983
GCA_016779445.1_ASM1677944v1_genomic	1676
GCA_902631395.1_AH-326-F22_genomic	11432
GCA_016778045.1_ASM1677804v1_genomic	4908
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	1187
GCA_008370495.1_ASM837049v1_genomic	3640
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	3748
GCA_002428935.1_ASM242893v1_genomic	1569
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	36446
GCA_002699145.1_ASM269914v1_genomic	6328
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	7480
GCA_002456975.1_ASM245697v1_genomic	2011
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	2760
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	156577
GCA_002692965.1_ASM269296v1_genomic	6959
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	805
GCA_002691565.1_ASM269156v1_genomic	13219
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	38608
GCA_002721785.1_ASM272178v1_genomic	6000
GCA_913064725.1_ERR2098371_bin.22_MetaBAT_v2.12.1_MAG_genomic	4765
GCA_002748505.1_ASM274850v1_genomic	1225
GCA_913062625.1_SRR5620817_bin.66_MetaBAT_v2.12.1_MAG_genomic	1731
GCA_002862465.1_ASM286246v1_genomic	3980
GCA_913063005.1_ERR771004_bin.4_MetaBAT_v2.12.1_MAG_genomic	7523
GCA_030427085.1_ASM3042708v1_genomic	14034
GCA_938045215.1_N2_Bin_Bin_145_1_genomic	1203
GCA_002866825.1_ASM286682v1_genomic	4943
GCA_938074045.1_S2_Bin_METABAT_101_1_genomic	3619
GCA_002868715.1_ASM286871v1_genomic	5698
GCA_938074135.1_S3_Bin_MAXBIN_098_sub_1_genomic	468
GCA_003402235.1_ASM340223v1_genomic	6868
GCA_938084055.1_S3_Bin_MAXBIN_084_1_genomic	735
GCA_938085095.1_S3_Bin_Bin_3_sub_1_genomic	1014
GCA_003646405.1_ASM364640v1_genomic	6807
GCA_938091485.1_S4_Bin_METABAT_204_1_genomic	2413
GCA_003646415.1_ASM364641v1_genomic	2716
GCA_943787385.1_05052020-pm_METABAT_10_genomic	8788
GCA_009388985.1_ASM938898v1_genomic	7112
GCA_943787485.1_05052020-am_METABAT_80_genomic	10421
GCA_009937575.1_ASM993757v1_genomic	1841
GCA_030427335.1_ASM3042733v1_genomic	10966
GCA_010669285.1_ASM1066928v1_genomic	7662
GCA_000158155.1_ASM15815v1_genomic	13483
GCA_012270045.1_ASM1227004v1_genomic	1898
GCA_000169115.1_ASM16911v1_genomic	11058
