Genome	TARA_038-QUALITY_PASSED_R1.fastq.gz Read Count
GCA_902547755.1_AG-901-J11_genomic	57985
GCA_902522335.1_AG-895-A22_genomic	53911
GCA_018666055.1_ASM1866605v1_genomic	741
GCA_016778085.1_ASM1677808v1_genomic	34432
GCA_028280635.1_ASM2828063v1_genomic	1720
GCA_000227505.4_ASM22750v4_genomic	3105
GCA_000158175.1_ASM15817v1_genomic	2644
GCA_030426545.1_ASM3042654v1_genomic	661
GCA_029287595.1_ASM2928759v1_genomic	866
GCA_029246385.1_ASM2924638v1_genomic	1493
GCA_029253085.1_ASM2925308v1_genomic	493
GCA_003331685.1_ASM333168v1_genomic	17472
GCA_029253705.1_ASM2925370v1_genomic	467
GCA_029859085.1_ASM2985908v1_genomic	1474
GCA_029242325.1_ASM2924232v1_genomic	1904
GCA_002389505.1_ASM238950v1_genomic	716
GCA_947258585.1_ERZ12284426_genomic	1610
GCA_030427485.1_ASM3042748v1_genomic	1167
GCA_902518075.1_AG-894-B10_genomic	73745
GCA_030428835.1_ASM3042883v1_genomic	2164
GCA_902623175.1_AH-287-B15_genomic	102783
GCA_024224435.1_ASM2422443v1_genomic	13315
GCA_905480565.1_3_20180529_Bin_20180529_Bin_221_1_genomic	2841
GCA_002414665.1_ASM241466v1_genomic	1245
GCA_018666295.1_ASM1866629v1_genomic	775
GCA_002705465.1_ASM270546v1_genomic	104205
GCA_030431585.1_ASM3043158v1_genomic	600
GCA_029961695.1_dmAriCali1.0.hap2_genomic	75956
GCA_028823475.1_ASM2882347v1_genomic	266
GCA_030433415.1_ASM3043341v1_genomic	2505
GCA_029247075.1_ASM2924707v1_genomic	6276
GCA_000423125.1_ASM42312v1_genomic	4658
GCA_030591305.1_ASM3059130v1_genomic	573
GCA_002683395.1_ASM268339v1_genomic	2771
GCA_030649675.1_ASM3064967v1_genomic	3443
GCA_002862985.1_ASM286298v1_genomic	504
GCA_030730585.1_ASM3073058v1_genomic	956
GCA_016779445.1_ASM1677944v1_genomic	2828
GCA_035582765.1_UCONN_Acne_2_genomic	110492
GCA_016778045.1_ASM1677804v1_genomic	15966
GCA_018657645.1_ASM1865764v1_genomic	425
GCA_008370495.1_ASM837049v1_genomic	1992
GCA_902519405.1_AG-333-E20_genomic	5086
GCA_002428935.1_ASM242893v1_genomic	706
GCA_902520195.1_AG-894-J17_genomic	298639
GCA_002699145.1_ASM269914v1_genomic	1596
GCA_902631395.1_AH-326-F22_genomic	12282
GCA_002456975.1_ASM245697v1_genomic	1025
GCA_905478845.1_0.2_20180511_Bin_174_1_genomic	1187
GCA_002692965.1_ASM269296v1_genomic	2552
GCA_905479205.1_0.2_20180524_Bin_119_sub_1_genomic	1640
GCA_002691565.1_ASM269156v1_genomic	7654
GCA_913031575.1_ERR598978_bin.4_MetaBAT_v2.12.1_MAG_genomic	28938
GCA_002721785.1_ASM272178v1_genomic	29993
GCA_938091425.1_S4_Bin_Bin_207_sub_1_genomic	17502
GCA_002748505.1_ASM274850v1_genomic	697
GCA_938091995.1_S4_Bin_METABAT_131_1_genomic	669
GCA_002862465.1_ASM286246v1_genomic	1026
GCA_913048495.1_ERR599053_bin.87_MetaBAT_v2.12.1_MAG_genomic	43975
GCA_030427085.1_ASM3042708v1_genomic	1897
GCA_002866825.1_ASM286682v1_genomic	1630
GCA_913056165.1_SRR4030075_bin.37_MetaBAT_v2.12.1_MAG_genomic	2756
GCA_002868715.1_ASM286871v1_genomic	2192
GCA_913057135.1_SRR4030062_bin.3_MetaBAT_v2.12.1_MAG_genomic	17510
GCA_003402235.1_ASM340223v1_genomic	3352
